BGC ID,x,y
ARHF01000000_KB896529.1.cluster057,-8.077939205460927,13.442233193480284
ARHP01000000_KB897239.1.cluster038,12.108842665449062,1.7324188917760184
37242.assembled_unknown.cluster007,9.029584042530274,17.8353587350551
ARHH01000000_KB896608.1.cluster007,21.008375875574636,6.3411068319928665
ARHE01000000_KB896460.1.cluster001,-10.100376064865324,13.067188574784366
37241.assembled_unknown.cluster029,0.42681833882234244,-4.246480816350465
ARHK01000000_KB904915.1.cluster021,-2.837053612041933,19.622129781399593
ARHR01000000_KB897363.1.cluster095,-16.985483602233096,-8.259156402171126
ARKT01000000_KB900319.1.cluster060,-11.623456234060317,-21.986947523916367
37235.assembled_unknown.cluster019,3.5782090484333002,14.250700147907724
35132.assembled_unknown.cluster053,7.068969692397572,13.902713129113794
35561.assembled_unknown.cluster013,2.0188204347958916,15.572351471119209
36417.assembled_unknown.cluster065,-20.166129042715685,-1.9752481285492154
AREQ01000000_KB892473.1.cluster045,-25.502965706537577,-10.625972367878184
ARHE01000000_KB896460.1.cluster032,18.203736940193462,9.298834824454218
AZWM01000001.1.cluster053,2.496078540013023,-22.492908353474096
ARHH01000000_KB896608.1.cluster061,-4.958660413526594,20.163534712586404
ARIQ01000000_KB898397.1.cluster031,-10.09263158114515,13.071042423064982
37241.assembled_unknown.cluster047,-9.889804836369384,-26.55611419184211
ARGL01000000_KB895207.1.cluster003,9.762571556739662,-18.885134401146647
ARHC01000000_KB896313.1.cluster052,20.11415808217154,7.962949694421934
ARHS01000000_KB897620.1.cluster091,-14.241036481817886,-9.515367686545822
GCA_000016425.1_ASM1642v1_cds_from_genomic_c00001_lclCP0...cluster015,-11.93769184762997,2.0069537235435586
35130.assembled_unknown.cluster077,6.107791907874562,-12.991263626916501
35128.assembled_unknown.cluster005,-8.946730709050847,2.315078734457128
35129.assembled_unknown.cluster034,8.200826141744578,18.910811964995077
ARGH01000000_KB894962.1.cluster051,-15.160928292257593,2.1121288225616195
ARHO01000000_KB897450.1.cluster025,-0.13991337440545856,-4.668422619042846
ARGL01000000_KB895207.1.cluster045,-6.31298646817117,-17.217930946145277
35579.assembled_unknown.cluster063,-18.32424078529425,-15.708803206572833
ARGZ01000000_KB896003.1.cluster063,-5.646075182695626,4.043531937458484
ARGI01000000_KB894900.1.cluster028,-2.6216597856376636,19.42096087599883
35121.assembled_unknown.cluster032,8.601979672639688,20.38503415893877
34950.assembled_unknown.cluster078,-2.2046137440767835,-18.976033890747352
ARHQ01000000_KB897144.1.cluster009,4.795355074989928,11.735341387908049
ARHC01000000_KB896313.1.cluster008,7.906455410573171,17.604317074377256
34967.assembled_unknown.cluster041,-7.525258584722279,13.027747607648768
ARHJ01000000_KB896760.1.cluster024,2.5377389112295035,15.305375993899602
36410.assembled_unknown.cluster010,-8.132211940037445,-5.487093854741142
36410.assembled_unknown.cluster008,-19.16505832207965,10.646160930359482
ARHC01000000_KB896313.1.cluster035,5.81530795249243,5.057766753115952
35845.assembled_unknown.cluster042,-23.346820023063074,-13.374907278594453
ARHF01000000_KB896529.1.cluster018,18.65164462662785,-8.514560684090508
ARHD01000000_KB896378.1.cluster065,-14.748658939307452,-22.155624723882966
ARHG01000000_KB896697.1.cluster007,8.438038715282897,5.114490954466721
ARKU01000000_KB905497.1.cluster054,-19.289195265954323,10.286500038320774
ARHC01000000_KB896313.1.cluster061,-17.717467678231515,-11.03368556910493
2516653042_c00001_Salpac5...cluster001,-10.60381992226309,-19.119643677987156
ARKT01000000_KB900319.1.cluster047,-24.59427759232813,-14.130216764697439
ARJI01000000_KB898990.1.cluster073,-11.592539740160277,-6.622392215749318
ARIQ01000000_KB898397.1.cluster061,9.587151332611999,-9.823949130874244
GCA_000016425.1_ASM1642v1_cds_from_genomic_c00001_lclCP0...cluster023,-17.788536575140306,-13.293410261058074
35123.assembled_unknown.cluster057,-18.364802945964858,10.509024072189009
AZWQ01000000_KI911471.1.cluster003,0.4607964670160185,15.965794153943497
ARHF01000000_KB896529.1.cluster002,7.752424981163288,5.0557978220811455
JNLS01000000_KL370893.1.cluster002,7.48613990723413,6.876944850907033
38495.assembled_unknown.cluster040,8.975956837434577,4.367122315077192
BGC0001327,-12.086731001726392,-22.148401814449908
GCA_000018265.1_ASM1826v1_cds_from_genomic_c00001_lclCP0...cluster020,-10.52441240191141,-2.9510405526789176
35132.assembled_unknown.cluster061,9.377022452924475,-9.345468751768088
2515154186_c00001_B103DRA...cluster027,18.366275577618485,4.644390167804988
ARGL01000000_KB895207.1.cluster030,1.9670962593793244,15.766676090558168
35132.assembled_unknown.cluster026,19.308114839165473,9.76649960374827
35129.assembled_unknown.cluster065,-19.991807988654354,-1.4718350188097422
AIIJ01.1_AIIJ01000002.1.cluster022,-13.459178079289146,6.499790061387113
AQPE01000000_KB846715.1.cluster039,-8.009572295301735,-10.947269533143627
AZXI01000000_KI911551.1.cluster002,-26.962670792534354,-13.48491997284112
ARHE01000000_KB896460.1.cluster011,7.568934679003389,4.768998160125267
35133.assembled_unknown.cluster040,17.772601454057227,9.035116437950029
